	0.2246340072	0.1561086944	0.2433253286	0.133800764	0.752389211
	9.17	9.9	8.37	7.31	7.88
	2.94	3.36	2.69	1.72	2.14
	1.59	1.92	1.55	0.73	1.06
	0.8675786039	0.8540084531	0.8778309313	0.904307332	0.891930565
	0.7851216019	0.6768925601	0.6798540304	0.640718923	0.663456652
	0.4659366941	0.4866758823	0.4792864276	0.461479929	0.4407893
	0.5228631064	0.6181273977	0.5574992733	0.621462533	0.588986439
	19.90625	18.515625	20.09375	15.5625	14.8203125
	0.9556598977	0.9650503383	0.962278647	0.972180015	0.978762224
	0.7368011146	0.4377139028	0.4384882854	0.74487415	0.743909486
	0.757556661	0.758248229	0.750111742	0.769493055	0.736675609
	0.2252735874	0.224848039	0.228863115	0.219461001	0.235372654
	0.01610887324	0.01396555	0.013601799	0.014430924	0.011804985
	0.008695411118	0.0782568677	0.09075539817	0.060067032	0.690429302
	10.85	16.99	12.34	13.06	12.01
	3.3	10.07	5.9	6.51	5.4
	1.62	8.1	4.43	4.89	3.7
	0.8481147959	0.6860417067	0.7883383894	0.773056039	0.80158714
	0.6231521234	0.4708961075	0.415200927	0.424539308	0.430509775
	0.4694278667	0.4087175031	0.4088221984	0.421007599	0.424294775
	0.5344162147	0.5058562596	0.4421068318	0.583117469	0.564907602
	21.984375	18.6875	24.8125	19.703125	19.21875
	1.064922638	1.060725419	1.020910033	1.090244483	0.947276553
	0.7393004878	0.4213323651	0.4316670455	0.742124662	0.742890594
	0.8095378249	0.792642731	0.797764781	0.805486671	0.787659337
	0.1986176921	0.206585442	0.204411041	0.200326393	0.210072742
	0.01832439126	0.021844449	0.025523936	0.020030591	0.020709618
	0.210716095	0.04362302475	0.1194839531	0.062000359	0.795082737
	13.58	16.57	15.74	12.14	11.68
	4.93	8.39	8.1	5.15	4.39
	2.56	6.01	6.07	3.39	2.56
	0.8005621095	0.718367666	0.7273463914	0.805101464	0.822810175
	0.8029667176	0.6243312429	0.6477284969	0.586760198	0.617134287
	0.400615548	0.374565156	0.3798327361	0.380999152	0.377806151
	0.4093698611	0.4449448314	0.4028285425	0.416069915	0.396876607
	21.984375	18.40625	21.984375	18.734375	20.78125
	0.9546221223	0.9684688436	0.9770890979	0.951905069	1.035986771
	0.7407234536	0.4281746032	0.43361247	0.748334263	0.744452215
	0.7853169361	0.774527255	0.775479381	0.792917182	0.767570382
	0.2112134074	0.216007195	0.216068429	0.207418356	0.220341187
	0.02024622503	0.020411071	0.01887488	0.020234717	0.014948733